date,time,,direction,balance,unrealized_p/l,yield,aop,esp,aop-esp_diff,alert_zlema,alert_tdi,alert_heikin,alert_ma,alert_hccco,alert_cm_ult
2023-04-07,03:39:28,NO_POSITION_OPENED,17.88,-,-,-,-,-,-,SHORT,SHORT,SHORT,SHORT,SHORT,SHORT
2023-04-07,03:39:07,NO_POSITION_OPENED,17.88,-,-,-,-,-,-,SHORT,SHORT,SHORT,SHORT,SHORT,SHORT
2023-04-07,03:38:47,NO_POSITION_OPENED,17.88,-,-,-,-,-,-,SHORT,SHORT,SHORT,SHORT,SHORT,SHORT
2023-04-07,03:38:25,NO_POSITION_OPENED,17.88,-,-,-,-,-,-,SHORT,SHORT,SHORT,SHORT,SHORT,SHORT
2023-04-07,03:38:05,NO_POSITION_OPENED,17.88,-,-,-,-,-,-,SHORT,SHORT,SHORT,SHORT,SHORT,SHORT
2023-04-07,03:37:42,NO_POSITION_OPENED,17.88,-,-,-,-,-,-,SHORT,SHORT,SHORT,SHORT,SHORT,SHORT
2023-04-07,03:37:23,NO_POSITION_OPENED,17.88,-,-,-,-,-,-,SHORT,SHORT,SHORT,SHORT,SHORT,SHORT
2023-04-07,03:37:04,NO_POSITION_OPENED,17.88,-,-,-,-,-,-,SHORT,SHORT,SHORT,SHORT,SHORT,SHORT
2023-04-07,03:36:29,NO_POSITION_OPENED,17.88,-,-,-,-,-,-,SHORT,SHORT,SHORT,SHORT,SHORT,SHORT
2023-04-07,03:36:08,NO_POSITION_OPENED,17.88,-,-,-,-,-,-,SHORT,SHORT,SHORT,SHORT,SHORT,SHORT
2023-04-07,03:35:45,NO_POSITION_OPENED,17.88,-,-,-,-,-,-,SHORT,SHORT,SHORT,SHORT,SHORT,SHORT
2023-04-07,03:35:22,NO_POSITION_OPENED,17.88,-,-,-,-,-,-,SHORT,SHORT,SHORT,SHORT,SHORT,SHORT
2023-04-07,03:34:57,NO_POSITION_OPENED,17.88,-,-,-,-,-,-,SHORT,SHORT,SHORT,SHORT,SHORT,SHORT
2023-04-07,03:34:28,POSITION_CLOSED,EST_PROFIT/LOSS:3.03,,,,,,,,,,,,
2023-04-07,03:34:28,Empty,18.91,3.03,30.34%,,27907.90,28155.48,-,SHORT,SHORT,SHORT,SHORT,SHORT,SHORT
,,,,,,,,,,,,,,,
2023-04-07,03:34:00,Empty,16.30,0.43,4.29%,,27907.90,28155.48,-247.58,SHORT,SHORT,SHORT,SHORT,SHORT,SHORT
2023-04-07,03:33:34,Empty,15.87,0.00,0%,,27907.90,28155.48,-247.58,SHORT,SHORT,SHORT,SHORT,SHORT,LONG
2023-04-07,03:33:16,Empty,15.87,0.00,0%,,27907.90,28155.48,-247.58,SHORT,SHORT,SHORT,SHORT,SHORT,LONG
2023-04-07,03:32:56,Empty,15.87,0.00,0%,,27907.90,28155.48,-247.58,SHORT,SHORT,SHORT,SHORT,SHORT,LONG
,,,,,,,,,,,,,,,
2023-04-07,03:32:30,NO_POSITION_OPENED,16.07,-,-,-,-,-,-,SHORT,SHORT,SHORT,SHORT,SHORT,SHORT
,,,,,,,,,,,,,,,
2023-04-07,03:32:15,NO_POSITION_OPENED,16.07,-,-,-,-,-,-,SHORT,LONG,SHORT,SHORT,LONG,LONG
2023-04-07,03:31:59,NO_POSITION_OPENED,16.07,-,-,-,-,-,-,SHORT,LONG,SHORT,SHORT,LONG,LONG
2023-04-07,03:31:40,NO_POSITION_OPENED,16.07,-,-,-,-,-,-,SHORT,LONG,SHORT,SHORT,LONG,LONG
2023-04-07,03:31:20,NO_POSITION_OPENED,16.07,-,-,-,-,-,-,SHORT,LONG,SHORT,SHORT,LONG,LONG
2023-04-07,03:31:00,NO_POSITION_OPENED,16.07,-,-,-,-,-,-,SHORT,LONG,SHORT,SHORT,LONG,LONG
2023-04-07,03:30:41,NO_POSITION_OPENED,16.07,-,-,-,-,-,-,SHORT,LONG,SHORT,SHORT,LONG,LONG
2023-04-07,03:30:14,NO_POSITION_OPENED,16.07,-,-,-,-,-,-,SHORT,LONG,SHORT,SHORT,LONG,LONG
2023-04-07,03:29:56,NO_POSITION_OPENED,16.07,-,-,-,-,-,-,SHORT,LONG,SHORT,SHORT,LONG,LONG
2023-04-07,03:29:40,NO_POSITION_OPENED,16.07,-,-,-,-,-,-,SHORT,LONG,SHORT,SHORT,LONG,LONG
2023-04-07,03:29:20,NO_POSITION_OPENED,16.07,-,-,-,-,-,-,SHORT,LONG,SHORT,SHORT,LONG,LONG
2023-04-07,03:29:00,NO_POSITION_OPENED,16.07,-,-,-,-,-,-,SHORT,LONG,SHORT,SHORT,LONG,LONG
2023-04-07,03:28:44,NO_POSITION_OPENED,16.07,-,-,-,-,-,-,SHORT,LONG,SHORT,SHORT,LONG,LONG
2023-04-07,03:28:28,NO_POSITION_OPENED,16.07,-,-,-,-,-,-,SHORT,LONG,SHORT,SHORT,LONG,LONG
2023-04-07,03:28:10,NO_POSITION_OPENED,16.07,-,-,-,-,-,-,SHORT,LONG,SHORT,SHORT,LONG,LONG
,,,,,,,,,,,,,,,
2023-04-07,03:27:43,SCRIPT_STARTED,,,,,,,,,,,,,

2023-04-07,03:26:23,NO_POSITION_OPENED,16.07,-,-,-,-,-,-,SHORT,LONG,SHORT,SHORT,LONG,LONG
2023-04-07,03:26:06,NO_POSITION_OPENED,16.07,-,-,-,-,-,-,SHORT,LONG,SHORT,SHORT,LONG,LONG
2023-04-07,03:25:48,NO_POSITION_OPENED,16.07,-,-,-,-,-,-,SHORT,LONG,SHORT,SHORT,LONG,LONG
2023-04-07,03:25:30,NO_POSITION_OPENED,16.07,-,-,-,-,-,-,SHORT,LONG,SHORT,SHORT,LONG,LONG
2023-04-07,03:25:14,NO_POSITION_OPENED,16.07,-,-,-,-,-,-,SHORT,LONG,SHORT,SHORT,LONG,LONG
2023-04-07,03:24:57,NO_POSITION_OPENED,16.07,-,-,-,-,-,-,SHORT,LONG,SHORT,SHORT,LONG,LONG
2023-04-07,03:24:39,POSITION_CLOSED,EST_PROFIT/LOSS:-0.59,,,,,,,,,,,,
2023-04-07,03:24:39,Empty,16.27,-0.59,-5.87%,,27910.80,28185.97,,SHORT,LONG,SHORT,SHORT,LONG,LONG
,,,,,,,,,,,,,,,
2023-04-07,03:24:10,Empty,16.72,-0.14,-1.43%,,27910.80,28185.97,-275.17,SHORT,SHORT,SHORT,SHORT,LONG,SHORT
2023-04-07,03:23:48,Empty,16.81,-0.05,-0.46%,,27910.80,28185.97,-275.17,SHORT,SHORT,SHORT,SHORT,LONG,SHORT
2023-04-07,03:23:26,Empty,16.86,0.00,0%,,27910.80,28185.97,-275.17,SHORT,SHORT,SHORT,SHORT,LONG,SHORT
2023-04-07,03:23:07,Empty,16.86,0.00,0%,,27910.80,28185.97,-275.17,SHORT,SHORT,SHORT,SHORT,LONG,SHORT
2023-04-07,03:22:48,Empty,16.86,0.00,0%,,27910.80,28185.97,-275.17,SHORT,SHORT,SHORT,SHORT,LONG,SHORT
,,,,,,,,,,,,,,,
2023-04-07,03:22:27,NO_POSITION_OPENED,17.06,-,-,-,-,-,-,SHORT,SHORT,SHORT,SHORT,LONG,SHORT
,,,,,,,,,,,,,,,
2023-04-07,03:22:01,NO_POSITION_OPENED,17.06,-,-,-,-,-,-,SHORT,SHORT,LONG,SHORT,LONG,SHORT
2023-04-07,03:21:44,NO_POSITION_OPENED,17.06,-,-,-,-,-,-,SHORT,SHORT,LONG,SHORT,LONG,SHORT
2023-04-07,03:21:25,NO_POSITION_OPENED,17.06,-,-,-,-,-,-,SHORT,SHORT,LONG,SHORT,LONG,SHORT
2023-04-07,03:21:06,NO_POSITION_OPENED,17.06,-,-,-,-,-,-,SHORT,SHORT,LONG,SHORT,LONG,SHORT
2023-04-07,03:20:47,NO_POSITION_OPENED,17.06,-,-,-,-,-,-,SHORT,SHORT,LONG,SHORT,LONG,SHORT
2023-04-07,03:20:29,NO_POSITION_OPENED,17.06,-,-,-,-,-,-,SHORT,SHORT,LONG,SHORT,LONG,SHORT
2023-04-07,03:20:11,NO_POSITION_OPENED,17.06,-,-,-,-,-,-,SHORT,SHORT,LONG,SHORT,LONG,SHORT
2023-04-07,03:19:54,NO_POSITION_OPENED,17.06,-,-,-,-,-,-,SHORT,SHORT,LONG,SHORT,LONG,SHORT
2023-04-07,03:19:36,POSITION_CLOSED,EST_PROFIT/LOSS:-0.93,,,,,,,,,,,,
2023-04-07,03:19:36,Multi,17.26,-0.93,-9.26%,,27939.90,27627.37,,SHORT,SHORT,SHORT,SHORT,LONG,LONG
,,,,,,,,,,,,,,,
2023-04-07,03:19:20,Multi,17.38,-0.80,-8.01%,,27939.90,27627.37,312.53,SHORT,LONG,LONG,SHORT,LONG,LONG
2023-04-07,03:19:01,Multi,17.38,-0.80,-8.01%,,27939.90,27627.37,312.53,SHORT,LONG,LONG,SHORT,LONG,LONG
2023-04-07,03:18:39,Multi,17.38,-0.80,-8.01%,,27939.90,27627.37,312.53,SHORT,LONG,LONG,SHORT,LONG,LONG
2023-04-07,03:18:17,Multi,17.68,-0.51,-5.08%,,27939.90,27627.37,312.53,SHORT,LONG,LONG,SHORT,LONG,LONG
2023-04-07,03:17:58,Multi,17.68,-0.51,-5.08%,,27939.90,27627.37,312.53,SHORT,LONG,LONG,SHORT,LONG,LONG
2023-04-07,03:17:38,Multi,17.68,-0.51,-5.08%,,27939.90,27627.37,312.53,SHORT,LONG,LONG,SHORT,LONG,LONG
2023-04-07,03:17:11,Multi,17.95,-0.24,-2.36%,,27939.90,27627.37,312.53,SHORT,LONG,LONG,SHORT,LONG,LONG
2023-04-07,03:16:50,Multi,17.95,-0.24,-2.36%,,27939.90,27627.37,312.53,SHORT,LONG,LONG,SHORT,LONG,LONG
,,,,,,,,,,,,,,,
2023-04-07,03:16:26,SCRIPT_STARTED,,,,,,,,,,,,,

